M,m,alpha,delta,log_delta
3,390,0.6000000000000001,0.004787645884097074,2.319877979458187
3,390,0.6500000000000001,0.0032675565280934826,2.4857768904722177
3,390,0.7000000000000002,0.013677032055950701,1.8640081351865725
3,390,0.7500000000000002,0.0017108560436719113,2.766786531703279
3,390,0.8000000000000003,0.003947264856516302,2.4037037320122883
3,390,0.8500000000000003,0.001834270309675918,2.7365366635677044
3,390,0.9000000000000004,0.002071411338611911,2.6837336508163996
3,390,0.9500000000000004,0.0015867751380539618,2.7994846127671846
3,390,1.0000000000000004,0.4235671635668856,0.3730777153125745
3,410,0.5,0.027187570498349488,1.5656295995585943
3,410,0.55,0.015886405027494693,1.7989743692092877
3,410,0.6000000000000001,0.006437547489959333,2.1912795541369725
3,410,0.6500000000000001,0.004435158831615414,2.3530908226284297
3,410,0.7000000000000002,0.013856565034805509,1.8583444155623787
3,410,0.7500000000000002,0.0015998299444872773,2.7959261786539846
3,410,0.8000000000000003,0.008934240770342447,2.0489423478321513
3,410,0.8500000000000003,0.008748063465921682,2.058088074879989
3,410,0.9000000000000004,0.0014847319579701997,2.8283519434387787
3,410,0.9500000000000004,0.00831928523271897,2.079913985346386
3,410,1.0000000000000004,0.6880512226665676,0.16237922907064342
3,430,0.5,0.028169778504682857,1.5502165678020217
3,430,0.55,0.01671965866980371,1.7767725928858706
3,430,0.6000000000000001,0.004798172908761431,2.318924105687092
